('80a00cb9-db78-45ee-b738-45d227c22165_cologne_000005_000019', {'poly_id': 'cologne_000005_000019_22', 'color_shift': 73, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('6e25b239-7412-485d-9bc5-b8f9b058a4f7_bochum_000000_001097', {'bg_id': 'bochum_000000_001097_2', 'add_id': 'weimar_000060_000019_54', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('e88f5945-28fb-408f-b49c-bc40766a55ed_strasbourg_000001_048605', {'bg_id': 'strasbourg_000001_048605_50', 'add_id': 'erfurt_000055_000019_14', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('54dc9a9c-2d26-45f6-8e83-eb208157766a_frankfurt_000001_054219', {'bg_id': 'frankfurt_000001_054219_0', 'add_id': 'weimar_000029_000019_33', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('fab4be0d-842b-4e0b-9657-4921984afe7f_cologne_000077_000019', {'bg_id': 'cologne_000077_000019_8', 'add_id': 'aachen_000072_000019_51', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2b7120b8-6d76-4fc6-990d-744b0e4773d3_hamburg_000000_016928', {'bg_id': 'hamburg_000000_016928_0', 'add_id': 'cologne_000080_000019_65', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('983253b5-d515-49e4-8e7b-8d35b196b0ae_zurich_000031_000019', {'bg_id': 'zurich_000031_000019_0', 'add_id': 'bremen_000157_000019_13', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('bed9e909-c872-4529-b2c9-4b02fa66beb9_bremen_000214_000019', {'bg_id': 'bremen_000214_000019_1', 'add_id': 'zurich_000064_000019_49', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('cdec0983-c93a-4c10-beef-3e1aba41b760_dusseldorf_000115_000019', {'bg_id': 'dusseldorf_000115_000019_1', 'add_id': 'zurich_000034_000019_94', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('462f62d2-f4b0-427c-937e-6816f630b319_erfurt_000089_000019', {'bg_id': 'erfurt_000089_000019_2', 'add_id': 'jena_000117_000019_40', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('48d7bd93-d9eb-4978-931b-8a237e370aca_bremen_000078_000019', {'bg_id': 'bremen_000078_000019_1', 'add_id': 'bremen_000280_000019_19', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('948e18de-10fb-4592-a127-117e2a1e1c1a_monchengladbach_000000_022361', {'bg_id': 'monchengladbach_000000_022361_1', 'add_id': 'weimar_000063_000019_25', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('be177e3b-b2f6-4cca-a924-1404645fc344_hanover_000000_018546', {'bg_id': 'hanover_000000_018546_1', 'add_id': 'dusseldorf_000069_000019_63', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('dc381890-5d6f-4a15-85b5-699b81cd3310_tubingen_000117_000019', {'bg_id': 'tubingen_000117_000019_2', 'add_id': 'stuttgart_000100_000019_71', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('baac7fb2-5b02-4fa2-93b0-31469be03350_hamburg_000000_066706', {'bg_id': 'hamburg_000000_066706_1', 'add_id': 'krefeld_000000_035398_105', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('15c09019-cdcd-403d-89f3-1eca74019e4d_krefeld_000000_021553', {'bg_id': 'krefeld_000000_021553_1', 'add_id': 'stuttgart_000154_000019_7', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('07d2c18b-ae5d-4874-ad37-d2a98f954a7d_cologne_000130_000019', {'bg_id': 'cologne_000130_000019_8', 'add_id': 'bremen_000180_000019_118', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('06a2c23f-053d-42ca-9488-38df49b6f5b3_cologne_000079_000019', {'bg_id': 'cologne_000079_000019_4', 'add_id': 'munster_000164_000019_92', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('58661260-9470-44b8-9d2a-83d48cc68970_dusseldorf_000043_000019', {'bg_id': 'dusseldorf_000043_000019_1', 'add_id': 'darmstadt_000023_000019_69', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('79b1ad90-7cc7-405d-97d3-d3a27b9137ab_munster_000010_000019', {'bg_id': 'munster_000010_000019_4', 'add_id': 'cologne_000066_000019_77', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('f460c2b4-39ae-45cb-bdc1-36c73307f4ce_strasbourg_000001_037645', {'bg_id': 'strasbourg_000001_037645_0', 'add_id': 'frankfurt_000001_058504_47', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('f9bdd624-1ac5-4841-8b1c-0c2a06cc3d29_frankfurt_000001_062793', {'bg_id': 'frankfurt_000001_062793_1', 'add_id': 'hamburg_000000_078407_47', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('acf0cafb-4fbb-4bcc-85f2-9cdb227361e4_strasbourg_000000_013944', {'bg_id': 'strasbourg_000000_013944_5', 'add_id': 'strasbourg_000001_042309_29', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('6868bd63-b8f0-4e9c-8317-2bf754c80364_bremen_000233_000019', {'bg_id': 'bremen_000233_000019_1', 'add_id': 'aachen_000125_000019_20', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('177a7035-f872-42a9-a246-dbb7be8d4ae7_hanover_000000_028460', {'bg_id': 'hanover_000000_028460_0', 'add_id': 'frankfurt_000001_046126_43', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('31d6bbb1-cc67-4d51-8aa0-a9442c1ea36d_hanover_000000_009004', {'bg_id': 'hanover_000000_009004_2', 'add_id': 'hamburg_000000_065055_106', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('4f76d653-48dc-4e14-b6a4-76fd85d499eb_stuttgart_000171_000019', {'bg_id': 'stuttgart_000171_000019_6', 'add_id': 'dusseldorf_000014_000019_74', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('76f36318-9376-49fb-b6fe-03d68ebdd87f_stuttgart_000148_000019', {'bg_id': 'stuttgart_000148_000019_6', 'add_id': 'hanover_000000_022645_88', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2cc79507-e181-4db5-a5c0-f90be54bbd67_hamburg_000000_020211', {'bg_id': 'hamburg_000000_020211_1', 'add_id': 'hamburg_000000_003904_103', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('aeae80a1-fb9a-4b5e-839e-91ffc5339992_frankfurt_000001_013496', {'bg_id': 'frankfurt_000001_013496_0', 'add_id': 'dusseldorf_000183_000019_43', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c043daaa-7443-47e8-ae8f-e2eb81a18654_cologne_000126_000019', {'bg_id': 'cologne_000126_000019_3', 'add_id': 'monchengladbach_000000_024637_45', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2a8d6175-352e-4680-986b-2e1bf1337816_hamburg_000000_048494', {'bg_id': 'hamburg_000000_048494_1', 'add_id': 'jena_000036_000019_123', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('ed0ff205-2c69-42bb-ab6c-9eab4a1e41df_strasbourg_000001_043886', {'bg_id': 'strasbourg_000001_043886_1', 'add_id': 'dusseldorf_000011_000019_50', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('98ef2838-b4ec-482b-9f49-6ffe69b6fdd3_hanover_000000_001620', {'bg_id': 'hanover_000000_001620_1', 'add_id': 'bremen_000135_000019_79', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('aaf930bd-da62-482c-bc1b-0baec2919391_strasbourg_000001_003676', {'bg_id': 'strasbourg_000001_003676_0', 'add_id': 'jena_000022_000019_61', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('611b30e5-76ad-4bd3-a1eb-520cdfeb89ea_stuttgart_000028_000019', {'bg_id': 'stuttgart_000028_000019_5', 'add_id': 'weimar_000084_000019_17', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('4094ef12-db68-4fd9-8557-611eee105ea3_tubingen_000014_000019', {'bg_id': 'tubingen_000014_000019_11', 'add_id': 'stuttgart_000122_000019_37', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('63b5724b-a960-44db-b6ff-0e31ba6c172d_bremen_000104_000019', {'bg_id': 'bremen_000104_000019_5', 'add_id': 'strasbourg_000001_039231_54', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('517c2f28-2b9b-4f69-82e4-19c2c2dbd7b1_weimar_000127_000019', {'bg_id': 'weimar_000127_000019_3', 'add_id': 'jena_000109_000019_25', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('f6617215-a282-4b68-a9b5-b851cb612df4_ulm_000009_000019', {'bg_id': 'ulm_000009_000019_2', 'add_id': 'weimar_000059_000019_42', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('acbecd8f-4b53-4ec4-b909-a65ce5ae0ce7_hamburg_000000_053563', {'bg_id': 'hamburg_000000_053563_4', 'add_id': 'bremen_000048_000019_15', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('14ef947e-6740-4fa4-b1d0-203bd783dd80_bremen_000189_000019', {'bg_id': 'bremen_000189_000019_0', 'add_id': 'frankfurt_000001_052120_44', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('f387200f-5c4b-4580-98ed-3c823180d5b5_darmstadt_000064_000019', {'bg_id': 'darmstadt_000064_000019_5', 'add_id': 'tubingen_000005_000019_26', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('dadf7ed7-58ae-4013-b662-89da09729c3f_aachen_000139_000019', {'bg_id': 'aachen_000139_000019_0', 'add_id': 'hanover_000000_056601_85', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('d403a2f3-cc22-492c-8072-faef776138d2_krefeld_000000_002083', {'bg_id': 'krefeld_000000_002083_1', 'add_id': 'ulm_000077_000019_43', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('e0dc346a-b745-470c-b3f2-ad107b4c9df2_stuttgart_000170_000019', {'bg_id': 'stuttgart_000170_000019_4', 'add_id': 'bremen_000273_000019_20', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('67398c5d-20d0-4e12-88ab-318c15a17a15_cologne_000123_000019', {'bg_id': 'cologne_000123_000019_3', 'add_id': 'dusseldorf_000210_000019_91', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('d4ddb66d-dcb1-423c-8107-acb8e04ea582_strasbourg_000001_051877', {'bg_id': 'strasbourg_000001_051877_0', 'add_id': 'frankfurt_000001_061763_51', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2ec95c8b-1452-4f5e-803a-869c3a092b8b_monchengladbach_000000_033454', {'bg_id': 'monchengladbach_000000_033454_1', 'add_id': 'darmstadt_000046_000019_111', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c39fd831-3214-4b36-a9c6-a50ba804ae96_strasbourg_000000_029179', {'bg_id': 'strasbourg_000000_029179_5', 'add_id': 'weimar_000029_000019_33', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('21bdbb63-0629-40af-9645-a9ca329ed906_cologne_000120_000019', {'bg_id': 'cologne_000120_000019_8', 'add_id': 'hanover_000000_041232_52', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('48278f49-bf7c-49e1-bc6e-4033a04d7c66_bochum_000000_005537', {'bg_id': 'bochum_000000_005537_0', 'add_id': 'krefeld_000000_004608_31', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('63fa4281-2606-4967-ab82-59c401c95cb6_cologne_000120_000019', {'bg_id': 'cologne_000120_000019_8', 'add_id': 'darmstadt_000071_000019_55', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('510b0a4a-9e16-449d-bb3a-a4d5b1b91c9a_bremen_000057_000019', {'bg_id': 'bremen_000057_000019_2', 'add_id': 'bremen_000116_000019_78', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('e119e2a2-de8a-44e3-a618-31cbdfdeed2a_hamburg_000000_067338', {'bg_id': 'hamburg_000000_067338_9', 'add_id': 'strasbourg_000001_012956_71', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('ff7c8187-5a62-4139-980d-7274a310fa57_jena_000017_000019', {'bg_id': 'jena_000017_000019_3', 'add_id': 'hanover_000000_048274_75', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('3f3ff0bc-9bcd-468e-9024-f641c114ba00_strasbourg_000001_049977', {'bg_id': 'strasbourg_000001_049977_0', 'add_id': 'dusseldorf_000066_000019_47', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('1e0b12dc-c66e-41c3-9762-f1e2ce2a0920_bochum_000000_021070', {'bg_id': 'bochum_000000_021070_1', 'add_id': 'ulm_000055_000019_69', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('943b0313-46da-45a7-ab8d-d958ca6cc690_munster_000156_000019', {'bg_id': 'munster_000156_000019_1', 'add_id': 'hanover_000000_022645_66', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('98f006b5-57e9-4772-b6e4-c7706b41f7d6_frankfurt_000001_064798', {'bg_id': 'frankfurt_000001_064798_1', 'add_id': 'munster_000070_000019_130', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('94bc52c7-ddb8-49dd-882f-d4e583811488_bremen_000286_000019', {'bg_id': 'bremen_000286_000019_1', 'add_id': 'hamburg_000000_077927_36', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('a9aa76d4-38b3-4191-9135-575523840357_bremen_000026_000019', {'bg_id': 'bremen_000026_000019_0', 'add_id': 'jena_000066_000019_41', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('dd53680b-7331-4e01-8713-3cb60fe633fe_zurich_000010_000019', {'bg_id': 'zurich_000010_000019_0', 'add_id': 'dusseldorf_000187_000019_15', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('e7b1b44b-a436-4242-abc9-805e11d28f00_strasbourg_000000_019891', {'bg_id': 'strasbourg_000000_019891_16', 'add_id': 'bochum_000000_027057_39', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('5991f894-1775-4b8c-bfdc-092172eb3218_krefeld_000000_028638', {'bg_id': 'krefeld_000000_028638_1', 'add_id': 'erfurt_000056_000019_35', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('589a869f-9e17-4f8c-8ec4-9b7b82ae4803_zurich_000094_000019', {'bg_id': 'zurich_000094_000019_2', 'add_id': 'darmstadt_000059_000019_17', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('46d1049c-813f-48cf-9012-7572d4e3372d_dusseldorf_000016_000019', {'bg_id': 'dusseldorf_000016_000019_0', 'add_id': 'dusseldorf_000137_000019_77', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c6edc435-7713-49dd-9ba4-5e04908e44a3_zurich_000075_000019', {'bg_id': 'zurich_000075_000019_1', 'add_id': 'zurich_000068_000019_87', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('cc0ca2d0-c3e6-4297-aa2b-d3681d301d07_strasbourg_000000_025268', {'bg_id': 'strasbourg_000000_025268_1', 'add_id': 'strasbourg_000000_033129_42', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('38306ee9-b9e9-423f-a317-1a1baffaad5e_weimar_000007_000019', {'bg_id': 'weimar_000007_000019_0', 'add_id': 'zurich_000048_000019_14', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('84232537-bb5e-4539-8b5b-80de36a24f1f_cologne_000068_000019', {'bg_id': 'cologne_000068_000019_3', 'add_id': 'bremen_000050_000019_31', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2fa62744-fe18-4a24-ad18-eef5285659fe_bremen_000306_000019', {'bg_id': 'bremen_000306_000019_0', 'add_id': 'munster_000086_000019_65', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('52eac7c1-85da-43c0-b4e1-4429f5b1cb15_dusseldorf_000027_000019', {'bg_id': 'dusseldorf_000027_000019_1', 'add_id': 'munster_000035_000019_35', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('f0f3ab90-dcce-48c8-987b-2618725b6bf2_dusseldorf_000101_000019', {'bg_id': 'dusseldorf_000101_000019_1', 'add_id': 'munster_000118_000019_45', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('d62c89c9-1b2f-4942-9706-1b49aef486eb_strasbourg_000001_047755', {'bg_id': 'strasbourg_000001_047755_0', 'add_id': 'bremen_000151_000019_61', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('870d4eb7-b102-4959-a0a2-c6e6a83c2e55_bremen_000037_000019', {'bg_id': 'bremen_000037_000019_1', 'add_id': 'munster_000044_000019_53', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('4d0403bb-15b4-4765-859f-db29bb68de82_tubingen_000119_000019', {'bg_id': 'tubingen_000119_000019_3', 'add_id': 'hamburg_000000_073672_25', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('b0db5feb-6dab-4cee-b43a-1728d8d28b3c_jena_000023_000019', {'bg_id': 'jena_000023_000019_1', 'add_id': 'hanover_000000_047499_22', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('316b1f74-53a8-4847-8988-7d6dafb5ecac_strasbourg_000001_057811', {'bg_id': 'strasbourg_000001_057811_0', 'add_id': 'aachen_000113_000019_9', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('db7e764f-2a06-485a-82ce-a0c9966bca69_zurich_000081_000019', {'bg_id': 'zurich_000081_000019_1', 'add_id': 'jena_000025_000019_91', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('d183af5a-c414-430a-9b82-c49ed67f58ac_stuttgart_000193_000019', {'bg_id': 'stuttgart_000193_000019_9', 'add_id': 'hanover_000000_027282_51', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('80a8cc29-048e-4eb8-9426-9de17de854a6_zurich_000080_000019', {'bg_id': 'zurich_000080_000019_1', 'add_id': 'bremen_000183_000019_57', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('081aee81-08bb-4aa6-a996-8e18b3568584_bremen_000228_000019', {'bg_id': 'bremen_000228_000019_1', 'add_id': 'krefeld_000000_027954_12', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c861b266-e204-4b73-8e1f-e83576e1a6c2_monchengladbach_000000_002255', {'bg_id': 'monchengladbach_000000_002255_0', 'add_id': 'aachen_000160_000019_22', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('abfcfc5b-aae8-4315-bf88-25d12982a519_bremen_000036_000019', {'bg_id': 'bremen_000036_000019_0', 'add_id': 'zurich_000028_000019_87', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('726984db-15b4-45f8-982d-eb02c1401b31_monchengladbach_000000_033454', {'bg_id': 'monchengladbach_000000_033454_1', 'add_id': 'darmstadt_000002_000019_68', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('18c3632c-c43c-4751-aa13-cd71ef082374_bremen_000196_000019', {'bg_id': 'bremen_000196_000019_0', 'add_id': 'hamburg_000000_045908_153', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('f0af6f14-682d-4795-bd87-a1eb9d6916ce_bremen_000056_000019', {'bg_id': 'bremen_000056_000019_1', 'add_id': 'munster_000098_000019_30', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('102e8752-3239-4d34-95d8-8d38745b3267_zurich_000011_000019', {'bg_id': 'zurich_000011_000019_2', 'add_id': 'hamburg_000000_065843_20', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('9bf38b94-e5d8-4780-8351-31bc277a3b61_bochum_000000_021479', {'bg_id': 'bochum_000000_021479_1', 'add_id': 'dusseldorf_000146_000019_60', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('3b65d699-ecde-4f5b-97d0-439d6a8afc6d_weimar_000076_000019', {'bg_id': 'weimar_000076_000019_1', 'add_id': 'tubingen_000002_000019_70', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('0775383f-4234-463b-b846-9414c519838d_stuttgart_000018_000019', {'bg_id': 'stuttgart_000018_000019_5', 'add_id': 'zurich_000075_000019_82', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('3d291a11-b715-45e3-8d00-6c34f36a986e_monchengladbach_000000_018294', {'bg_id': 'monchengladbach_000000_018294_1', 'add_id': 'tubingen_000081_000019_41', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('0fe4bd8c-7936-4378-b698-b89e7dc17787_hamburg_000000_053776', {'bg_id': 'hamburg_000000_053776_5', 'add_id': 'hamburg_000000_077144_52', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('3c906d64-f0a9-44ce-b58e-246624c482d9_ulm_000061_000019', {'bg_id': 'ulm_000061_000019_5', 'add_id': 'stuttgart_000135_000019_36', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2ef20bb4-8927-4d24-ad6e-7210487f4dbf_strasbourg_000001_003159', {'bg_id': 'strasbourg_000001_003159_0', 'add_id': 'jena_000062_000019_15', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c27352ae-8ec5-4887-9039-3e23ef218149_dusseldorf_000017_000019', {'bg_id': 'dusseldorf_000017_000019_1', 'add_id': 'stuttgart_000178_000019_112', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c835189c-68e5-439d-bf6b-bec8c6ebf181_munster_000064_000019', {'bg_id': 'munster_000064_000019_2', 'add_id': 'bremen_000168_000019_43', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('72ae5a02-bd07-4cbb-b3c6-5af056163439_tubingen_000110_000019', {'bg_id': 'tubingen_000110_000019_0', 'add_id': 'dusseldorf_000085_000019_49', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('6b132847-dd58-421e-94af-9395049c4b59_strasbourg_000001_037906', {'bg_id': 'strasbourg_000001_037906_0', 'add_id': 'cologne_000077_000019_73', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('d407e346-778c-43d5-beb9-751614fb515b_bremen_000296_000019', {'bg_id': 'bremen_000296_000019_0', 'add_id': 'cologne_000129_000019_72', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('9758bb46-35ac-4a45-ae5f-dabf1647cc75_zurich_000028_000019', {'bg_id': 'zurich_000028_000019_0', 'add_id': 'bremen_000196_000019_73', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('b75929ca-20f9-4eb9-ad47-783291ad6680_hanover_000000_027650', {'bg_id': 'hanover_000000_027650_2', 'add_id': 'erfurt_000090_000019_55', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('ab0f698f-0ab3-43e6-bb10-3d96250006a3_hanover_000000_044622', {'bg_id': 'hanover_000000_044622_3', 'add_id': 'bremen_000097_000019_72', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('6d951462-603a-4f4f-9b9b-e799e524cda2_cologne_000109_000019', {'bg_id': 'cologne_000109_000019_4', 'add_id': 'dusseldorf_000084_000019_72', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('8a850145-cdd6-40fb-b387-c9135a298afb_hanover_000000_027561', {'bg_id': 'hanover_000000_027561_3', 'add_id': 'munster_000054_000019_38', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('00262084-b392-4a74-b392-e3c53db19695_strasbourg_000000_005249', {'bg_id': 'strasbourg_000000_005249_1', 'add_id': 'hamburg_000000_045437_75', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('be9d754b-8fd8-44d0-bb59-c31fafb27e80_frankfurt_000001_025512', {'bg_id': 'frankfurt_000001_025512_0', 'add_id': 'aachen_000052_000019_72', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('8063f515-60ce-4ce2-9375-2ed4da65a2b2_tubingen_000126_000019', {'bg_id': 'tubingen_000126_000019_1', 'add_id': 'strasbourg_000001_043080_37', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('a10ff361-b282-4217-a126-e614e611cca4_bremen_000239_000019', {'bg_id': 'bremen_000239_000019_1', 'add_id': 'monchengladbach_000000_009191_54', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('51b4286a-a6cc-4c03-8d98-435e4ef40031_hamburg_000000_063403', {'bg_id': 'hamburg_000000_063403_1', 'add_id': 'bremen_000279_000019_52', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('862e8022-b5ae-4b8e-94d7-ed6334a513bd_frankfurt_000001_015768', {'bg_id': 'frankfurt_000001_015768_0', 'add_id': 'ulm_000076_000019_58', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('18ac20a4-bb11-46f1-90df-b2cfc6b75536_cologne_000147_000019', {'bg_id': 'cologne_000147_000019_3', 'add_id': 'cologne_000003_000019_47', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('1eeb4ec4-79cf-43a7-8e4a-589b6da37db1_monchengladbach_000000_001068', {'bg_id': 'monchengladbach_000000_001068_0', 'add_id': 'krefeld_000000_032390_37', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2d1bc723-1d1c-4e66-9726-fbeb4a3ca700_erfurt_000026_000019', {'bg_id': 'erfurt_000026_000019_3', 'add_id': 'stuttgart_000074_000019_86', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('4786735b-22af-4fa3-a8a0-50da27e8dc89_frankfurt_000001_052594', {'bg_id': 'frankfurt_000001_052594_1', 'add_id': 'stuttgart_000146_000019_47', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('b5bf5522-9cba-4d5b-a796-3711122f7679_frankfurt_000001_038844', {'bg_id': 'frankfurt_000001_038844_0', 'add_id': 'dusseldorf_000203_000019_48', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c45af132-c4df-4763-a0da-84c2aa1b2426_aachen_000101_000019', {'bg_id': 'aachen_000101_000019_0', 'add_id': 'bremen_000239_000019_48', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
